Timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Label
1764557640.59967,17,-1,0,-1,0,7,5,5,rest
1764557640.59967,-12,-1,1,2,-1,-7,-6,-8,rest
1764557640.6087804,-27,-3,-2,-1,1,4,4,9,rest
1764557640.6087804,1,-1,0,0,-1,-6,0,-10,rest
1764557640.623355,-17,0,0,3,-1,4,-1,-2,rest
1764557640.623355,7,-4,-2,-4,-4,-2,-7,-1,rest
1764557640.625349,32,0,-2,0,1,-4,14,-8,rest
1764557640.625349,-17,-2,0,-2,0,1,-8,5,rest
1764557640.645607,-30,-3,0,-1,-1,1,3,-4,rest
1764557640.645607,-15,-6,-3,-2,-5,-6,7,11,rest
1764557640.6476078,-14,5,1,2,3,5,1,4,rest
1764557640.6476078,-4,-6,-3,-1,-1,1,-7,-8,rest
1764557640.6596074,5,-1,-2,0,0,-2,-12,2,rest
1764557640.6596074,7,-1,-2,0,0,-5,0,0,rest
1764557640.668607,-30,-2,2,0,-1,0,-2,-4,rest
1764557640.668607,-5,0,0,1,-1,-5,8,5,rest
1764557640.6836083,16,-1,-3,-2,-1,-1,-9,-11,rest
1764557640.6836083,-6,2,2,2,2,2,2,7,rest
1764557640.6849918,6,-1,1,0,-2,-5,-6,-4,rest
1764557640.6849918,12,3,0,0,1,2,1,-1,rest
1764557640.7063434,0,-1,-1,-1,-1,1,5,-1,rest
1764557640.7063434,21,2,0,-2,2,0,-2,-2,rest
1764557640.70737,-7,-3,-1,-2,-2,2,-3,-3,rest
1764557640.70737,-32,-7,-5,-7,-5,-1,-3,2,rest
1764557640.7289152,34,2,0,0,1,5,10,13,rest
1764557640.7289152,2,1,0,-1,2,-3,-5,-14,rest
1764557640.7299147,-9,-1,0,1,-1,-2,-3,0,rest
1764557640.7299147,-17,3,3,0,4,2,1,-1,rest
1764557640.743427,-7,-3,-4,-1,-2,-3,-21,1,rest
1764557640.743427,14,0,-2,-1,-2,1,12,2,rest
1764557640.7454274,-2,-2,-1,-1,-3,1,-13,-7,rest
1764557640.7454274,12,0,1,1,1,-1,2,1,rest
1764557640.767002,-7,3,2,-1,0,0,2,-1,rest
1764557640.767002,7,0,0,-1,0,2,0,-2,rest
1764557640.769344,-1,-4,-3,-1,-3,-4,-2,-1,rest
1764557640.769344,-5,0,-1,-1,1,4,2,3,rest
1764557640.78844,-5,-3,-2,-1,0,0,4,1,rest
1764557640.78844,-5,-2,-5,-2,-1,-2,-1,-2,rest
1764557640.7944856,1,-6,0,0,0,-1,3,2,rest
1764557640.7944856,7,4,8,2,0,-2,2,-4,rest
1764557640.8034904,0,13,-2,3,2,0,-2,4,rest
1764557640.8034904,1,-9,-9,-3,-4,-2,-4,-5,rest
1764557640.8054903,-9,1,-1,0,3,4,-1,5,rest
1764557640.8054903,2,-4,-2,0,-3,-1,1,-2,rest
1764557640.8250403,-3,-5,5,1,-1,0,5,-2,rest
1764557640.8250403,-15,5,4,2,-1,-3,-4,1,rest
1764557640.8340802,21,-3,-6,-3,-2,0,0,-2,rest
1764557640.8340802,-5,-1,1,-2,-1,0,-1,-1,rest
1764557640.8483324,-5,0,0,0,1,-2,5,4,rest
1764557640.8483324,1,3,4,0,0,-1,-3,-2,rest
1764557640.8503327,-10,-24,3,3,3,-2,0,-4,rest
1764557640.8503327,5,18,-17,-9,-6,0,4,1,rest
1764557640.8627748,5,6,-3,-5,-3,0,-9,-3,rest
1764557640.8627748,7,-4,-10,-2,0,2,1,0,rest
1764557640.8769357,-8,-3,4,-1,0,-1,0,-3,rest
1764557640.8769357,6,-4,4,4,0,-3,-2,1,rest
1764557640.8859935,-6,-14,1,0,0,2,3,-3,rest
1764557640.8859935,3,1,2,-2,-1,0,-3,0,rest
1764557640.888036,-2,8,0,-1,-1,-2,-7,2,rest
1764557640.888036,-2,-11,-1,8,-2,1,19,-3,rest
1764557640.9085302,-1,0,-1,-10,-2,-2,-5,-2,rest
1764557640.9085302,1,-2,2,2,0,0,2,5,rest
1764557640.910573,1,8,-2,-2,-2,-1,6,-1,rest
1764557640.910573,4,-3,2,1,2,-1,-10,-2,rest
1764557640.9224195,-4,-5,-6,1,-1,0,-2,-5,rest
1764557640.9224195,2,-5,-2,-2,-1,-1,-4,-7,rest
1764557640.9294786,0,4,8,0,-1,-2,-1,12,rest
1764557640.9294786,-1,-6,-17,-9,-5,-3,0,0,rest
1764557640.9460492,1,9,3,3,0,-1,5,0,rest
1764557640.9460492,-2,-19,-2,1,0,1,-4,2,rest
1764557640.9480479,-1,7,7,3,0,1,0,-7,rest
1764557640.9480479,0,5,12,3,1,1,-3,-3,rest
1764557640.9683266,0,-13,-5,-1,1,-1,1,1,rest
1764557640.9683266,4,0,2,0,-2,-2,1,-3,rest
1764557640.970331,-6,3,-2,0,-1,0,-1,-8,rest
1764557640.970331,-4,-5,-2,-3,1,2,0,4,rest
1764557640.9823263,12,3,-3,-1,-4,-12,-7,-3,rest
1764557640.9823263,1,5,2,0,2,10,4,4,rest
1764557640.9915316,1,0,-7,-1,-4,-7,5,3,rest
1764557640.9915316,3,3,-1,-3,0,-6,-16,-2,rest
1764557641.0056512,-4,-2,4,1,-2,4,-7,1,rest
1764557641.0056512,-1,5,2,-3,3,-5,-3,-11,rest
1764557641.0076623,2,-14,-13,-2,-2,4,-3,5,rest
1764557641.0076623,-6,-1,0,-1,1,1,4,-5,rest
1764557641.0288115,-16,4,7,1,-1,-5,-3,-2,rest
1764557641.0288115,17,-18,-5,1,-2,-1,-3,3,rest
1764557641.0298138,0,15,3,0,1,2,5,-1,rest
1764557641.0298138,3,-3,1,1,-1,-4,-5,-3,rest
1764557641.0428102,-6,0,-1,-1,-2,3,6,3,rest
1764557641.0428102,-4,3,-3,-2,-2,-2,0,2,rest
1764557641.0502055,0,-9,0,0,0,1,0,-2,rest
1764557641.0502055,-2,6,2,0,0,1,1,1,rest
1764557641.066211,1,0,1,-1,0,0,4,1,rest
1764557641.066211,-3,-1,4,2,-2,1,3,-1,rest
1764557641.0802374,-4,-9,-12,-4,-2,-2,-1,-4,rest
1764557641.0802374,0,14,3,1,2,0,-12,-1,rest
1764557641.0882409,23,-13,-1,0,-1,-1,-7,-10,rest
1764557641.0882409,-23,25,2,-4,-2,-3,-15,9,rest
1764557641.0902371,1,-10,-4,-3,-3,-13,-4,5,rest
1764557641.0902371,-6,-6,2,1,3,29,5,2,rest
1764557641.1028495,25,-2,0,-3,0,-1,4,3,rest
1764557641.1028495,13,1,-1,0,-1,-2,-4,-3,rest
1764557641.1109617,7,4,3,-1,0,-2,-1,-2,rest
1764557641.1109617,-5,-3,-3,-1,-3,-7,8,0,rest
1764557641.1262536,-11,5,2,-3,0,-3,-6,0,rest
1764557641.1262536,1,-13,-9,-1,1,3,9,-1,rest
1764557641.1272943,-8,15,-2,-1,-2,-1,4,-3,rest
1764557641.1272943,5,-5,0,1,3,0,-3,0,rest
1764557641.148849,-9,-1,-1,1,0,0,5,-1,rest
1764557641.148849,0,5,1,-1,0,-3,4,2,rest
1764557641.1498532,-8,-6,0,0,-1,3,-5,1,rest
1764557641.1498532,2,4,0,-1,-2,-4,-5,-4,rest
1764557641.162763,-8,-7,-9,-1,-1,1,2,-1,rest
1764557641.162763,0,1,0,-1,-1,-1,0,0,rest
1764557641.169841,4,-5,3,3,2,4,-1,-1,rest
1764557641.169841,3,4,2,-3,-2,-6,7,-1,rest
1764557641.1854823,-16,-3,-8,-3,-1,-2,-1,0,rest
1764557641.1854823,1,-1,0,-1,-1,0,3,-1,rest
1764557641.1865435,3,-1,1,-2,-1,0,-3,-4,rest
1764557641.1865435,2,-2,2,-1,-1,-6,0,-1,rest
1764557641.208692,-31,0,1,0,0,-1,2,-2,rest
1764557641.208692,2,1,-1,-2,-1,0,-1,-4,rest
1764557641.2096927,-6,-2,-3,-2,0,0,0,0,rest
1764557641.2096927,-7,-1,0,2,1,-3,-4,2,rest
1764557641.2225034,-10,-11,-19,-6,-3,-1,4,-8,rest
1764557641.2225034,1,-8,-2,-1,-2,-5,-3,0,rest
1764557641.2308526,0,14,3,-1,1,4,-5,1,rest
1764557641.2308526,-2,-2,2,-2,-4,-4,24,4,rest
1764557641.2460406,8,0,1,0,1,-8,4,-6,rest
1764557641.2460406,0,0,2,3,3,26,-8,-4,rest
1764557641.2480412,6,-4,0,1,-1,-3,-14,3,rest
1764557641.2480412,4,2,-7,-3,-1,-1,-6,0,rest
1764557641.2685814,-5,1,0,-1,-2,-3,5,-2,rest
1764557641.2685814,2,3,-1,-1,-1,-5,6,5,rest
1764557641.27058,-29,-5,-2,-2,3,2,2,-3,rest
1764557641.27058,18,-1,-1,1,-2,0,-3,-2,rest
1764557641.2819986,-21,0,2,-1,-3,4,3,2,rest
1764557641.2819986,9,-2,-2,-3,-2,-6,-6,-3,rest
1764557641.2909296,3,13,8,0,-2,0,2,0,rest
1764557641.2909296,-8,-19,-17,-4,-1,-5,-2,-3,rest
1764557641.3055077,12,-16,-2,1,2,1,-5,8,rest
1764557641.3055077,-14,28,5,-2,1,-5,1,-3,rest
1764557641.3076942,5,-9,-6,-2,-2,-2,5,-5,rest
1764557641.3076942,5,3,5,0,0,1,-3,2,rest
1764557641.3285108,0,4,3,0,-1,2,-10,-5,rest
1764557641.3285108,-11,0,2,4,1,-3,16,0,rest
1764557641.3305316,5,-10,-14,-3,-2,-4,-8,-7,rest
1764557641.3305316,-3,-4,-2,0,-1,0,-13,-7,rest
1764557641.3425195,12,6,1,1,1,1,3,10,rest
1764557641.3425195,0,-2,-1,0,-1,-5,-2,-2,rest
1764557641.3513834,-4,4,4,0,0,0,3,3,rest
1764557641.3513834,-13,-5,0,0,0,-9,0,0,rest
1764557641.3658674,6,3,1,0,0,17,-4,-4,rest
1764557641.3658674,0,-4,-2,-2,-2,-6,-3,-1,rest
1764557641.367906,1,-3,-1,0,-1,4,7,0,rest
1764557641.367906,7,5,2,1,1,-4,0,6,rest
1764557641.3886564,3,7,5,2,0,-5,1,2,rest
1764557641.3886564,-3,-7,-5,-1,-3,0,2,-2,rest
1764557641.3896847,0,-5,-6,-2,-2,-1,-1,-4,rest
1764557641.3896847,-6,0,4,0,-1,3,1,0,rest
1764557641.4016633,8,-2,-2,0,-1,-1,4,-1,rest
1764557641.4016633,-4,3,-2,-1,-1,0,-1,-7,rest
1764557641.411087,-4,0,5,-1,1,-2,1,9,rest
1764557641.411087,3,-6,-7,-2,0,3,-5,-3,rest
1764557641.4259996,10,2,3,0,2,-3,1,3,rest
1764557641.4259996,-12,-10,-9,-2,-2,-6,-7,-3,rest
1764557641.4280028,11,-5,-1,0,-2,1,-1,0,rest
1764557641.4280028,-3,14,3,0,-1,1,3,-2,rest
1764557641.4482188,5,2,1,0,1,-2,-1,1,rest
1764557641.4482188,-8,-8,1,-1,-1,0,-9,-1,rest
1764557641.4502187,0,6,0,-1,-2,2,27,8,rest
1764557641.4502187,19,0,4,1,2,3,-11,-4,rest
1764557641.46222,-8,-1,-5,-1,-3,-9,-2,0,rest
1764557641.46222,3,3,1,0,0,-9,0,-2,rest
1764557641.4708877,-17,-8,1,0,1,4,-3,0,rest
1764557641.4708877,7,-4,-3,0,-1,-1,2,-3,rest
1764557641.486058,1,0,-2,-1,0,1,-2,8,rest
1764557641.486058,9,-4,1,-1,-2,-4,-1,1,rest
1764557641.4880586,3,2,1,-1,-1,-5,-14,-3,rest
1764557641.4880586,-8,1,3,-1,-1,3,5,0,rest
1764557641.5085065,-2,3,-2,-1,-2,-3,-2,-5,rest
1764557641.5085065,4,-2,-3,-1,1,5,2,2,rest
1764557641.5105078,5,6,6,0,0,0,-1,2,rest
1764557641.5105078,-14,-5,-4,-1,2,3,-1,-19,rest
1764557641.521823,-17,-2,-4,-2,-3,-7,2,9,rest
1764557641.521823,-15,-11,-7,-2,-1,1,-2,-3,rest
1764557641.5309062,21,14,-1,0,1,0,-5,-6,rest
1764557641.5309062,-5,-7,-2,-2,-2,-4,-6,-1,rest
1764557641.5461836,1,1,-2,0,0,1,8,-3,rest
1764557641.5461836,-2,-2,3,0,2,3,-2,2,rest
1764557641.5472605,-5,-7,-2,0,-2,-3,-7,-5,rest
1764557641.5472605,-2,-3,1,-3,-5,-2,5,8,rest
1764557641.5684848,-4,7,3,2,1,2,-10,-6,rest
1764557641.5684848,0,0,-3,-1,1,1,3,1,rest
1764557641.5704842,3,-8,-3,-1,-3,-7,1,-1,rest
1764557641.5704842,-8,-1,-5,-2,4,12,0,2,rest
1764557641.5909278,-1,-3,2,-3,-3,-5,0,-4,rest
1764557641.5909278,4,5,3,-1,-2,-3,-4,-2,rest
1764557641.5929275,-14,1,-2,0,1,3,-1,-1,rest
1764557641.5929275,0,-2,0,-1,-3,-5,0,3,rest
1764557641.6059325,6,-1,-1,-1,0,0,-2,-5,rest
1764557641.6059325,-6,-3,-4,-2,-1,2,3,-6,rest
1764557641.607932,-13,-8,-10,-3,-1,-8,-6,10,rest
1764557641.607932,18,1,1,-1,0,-4,22,-1,rest
1764557641.6290605,6,2,0,-3,-1,2,-2,-3,rest
1764557641.6290605,-3,-1,-2,-1,-2,-5,-6,-1,rest
1764557641.6300602,-1,0,3,0,1,5,8,0,rest
1764557641.6300602,-6,0,2,2,0,1,-9,1,rest
1764557641.6514254,-6,-1,-2,-1,-3,-3,-6,-2,rest
1764557641.6514254,2,-1,0,0,-2,2,10,4,rest
1764557641.6524231,16,-5,3,-3,-1,0,-3,-2,rest
1764557641.6524231,12,9,-6,-4,-1,-3,-2,11,rest
1764557641.666188,9,-2,-1,1,1,-2,-1,-2,rest
1764557641.666188,-2,0,2,0,1,0,-6,4,rest
1764557641.6682448,-8,3,5,1,1,-2,5,-2,rest
1764557641.6682448,-7,-7,0,2,-1,3,-3,-1,rest
1764557641.6885545,2,2,3,0,-2,-1,4,0,rest
1764557641.6885545,3,-5,-4,-2,-2,-9,-1,-4,rest
1764557641.690583,3,0,-6,-4,0,25,3,8,rest
1764557641.690583,-5,-3,-2,-2,-2,-4,-1,-1,rest
1764557641.7111611,-5,-10,-8,-1,-1,-1,-3,-2,rest
1764557641.7111611,2,3,7,1,0,-4,-2,-3,rest
1764557641.7125843,0,-4,4,2,0,-7,-2,-7,rest
1764557641.7125843,-3,4,2,-1,1,2,-4,4,rest
1764557641.7263086,-7,1,2,-1,1,1,-4,-3,rest
1764557641.7263086,-10,-1,0,-2,-1,2,5,3,rest
1764557641.7274683,-9,3,-2,2,-1,-1,1,1,rest
1764557641.7274683,24,-4,-6,-4,-3,-4,-1,-4,rest
1764557641.7486763,3,-2,-1,-1,1,-4,2,4,rest
1764557641.7486763,-5,5,0,1,-1,1,-11,0,rest
1764557641.7498345,-4,-2,2,1,0,-3,2,-1,rest
1764557641.7498345,-12,1,6,0,-1,-3,-5,-7,rest
1764557641.7707665,-1,-1,-1,-1,-2,2,1,2,rest
1764557641.7707665,14,-1,0,-2,-1,2,2,4,rest
1764557641.7728188,2,0,0,2,-2,-1,-3,-3,rest
1764557641.7728188,-9,-6,-2,1,1,-8,-9,-4,rest
1764557641.7858186,-3,7,-2,-3,-4,0,-5,3,rest
1764557641.7858186,4,-2,-8,-2,1,-2,24,-3,rest
1764557641.7998235,2,-3,-3,-2,-2,-6,-2,-5,rest
1764557641.7998235,-10,-1,-1,0,-2,-2,3,0,rest
1764557641.8082654,4,-2,5,1,-2,-2,-3,4,rest
1764557641.8082654,4,2,2,1,0,-7,-5,0,rest
1764557641.8102663,0,1,-2,-1,0,0,0,-2,rest
1764557641.8102663,4,0,2,1,-1,4,0,2,rest
1764557641.8312426,-21,3,5,0,-1,-3,1,-7,rest
1764557641.8312426,-23,-32,-24,-5,0,5,-9,-3,rest
1764557641.8322434,9,24,1,-3,-1,0,1,0,rest
1764557641.8322434,-2,-9,-3,-1,-2,-1,-1,0,rest
1764557641.845242,-3,1,0,-1,1,0,-6,-9,rest
1764557641.845242,-6,7,7,1,0,3,-1,1,rest
1764557641.8522425,-7,-11,-2,-1,0,-2,-1,-3,rest
1764557641.8522425,-5,4,2,1,-2,-2,2,-1,rest
1764557641.8684824,5,-3,-9,-4,-1,1,3,2,rest
1764557641.8684824,10,-1,3,0,-2,3,-2,0,rest
1764557641.8704822,0,-10,-3,-2,-1,-4,1,1,rest
1764557641.8704822,2,14,4,0,-1,-6,-14,3,rest
1764557641.8915482,-4,-7,-1,-3,6,22,-8,-8,rest
1764557641.8915482,3,1,-7,-1,-2,-7,-18,0,rest
1764557641.892555,-3,0,4,1,2,-3,-6,-4,rest
1764557641.892555,-6,-5,-2,2,-2,1,9,9,rest
1764557641.905552,5,2,4,1,-2,-6,-4,3,rest
1764557641.905552,4,9,2,-1,0,3,3,0,rest
1764557641.9125545,-4,-4,-2,-2,0,2,1,-2,rest
1764557641.9125545,2,-4,-3,-2,0,-3,-5,-4,rest
1764557641.9285126,-16,-2,-3,-2,-1,-3,3,-1,rest
1764557641.9285126,10,4,2,0,-1,1,2,0,rest
1764557641.9305127,-4,-13,-1,0,-1,-2,0,-3,rest
1764557641.9305127,1,15,0,-1,0,4,3,0,rest
1764557641.9585123,0,-2,-1,1,-1,-3,4,0,rest
1764557641.9585123,-16,0,4,3,1,-1,-1,-4,rest
1764557641.9605129,2,-2,-2,-1,-2,0,-5,1,rest
1764557641.9605129,-6,-6,-4,-4,1,2,2,-5,rest
1764557641.96557,-3,-6,2,0,0,0,5,-3,rest
1764557641.96557,-3,7,-4,-2,-3,-6,5,12,rest
1764557641.9715703,-1,-2,0,1,3,2,-3,-11,rest
1764557641.9715703,-2,-2,-1,1,3,3,2,-2,rest
1764557641.9885721,0,-1,-4,-1,-1,-5,0,-1,rest
1764557641.9885721,3,-1,6,0,-1,0,1,-2,rest
1764557641.9895701,-1,3,-1,0,-2,-1,3,-1,rest
1764557641.9895701,-3,-2,-3,-2,-2,0,1,0,rest
1764557642.0105739,5,-6,1,0,0,-3,0,2,rest
1764557642.0105739,4,15,3,-2,-3,-1,-2,-8,rest
1764557642.0125742,0,-6,-8,-1,-2,-10,-1,7,rest
1764557642.0125742,17,-16,-6,-4,2,14,0,-1,rest
1764557642.025083,6,21,3,2,-1,-5,2,0,rest
1764557642.025083,0,-14,-5,0,-1,2,-5,2,rest
1764557642.0319567,0,0,0,0,-1,-6,-2,-2,rest
1764557642.0319567,-6,-2,-2,-2,-3,-4,1,1,rest
1764557642.0483065,2,-2,4,-1,0,-2,-4,0,rest
1764557642.0483065,-11,-13,-17,-4,-2,-1,-2,5,rest
1764557642.0503058,28,12,3,1,2,11,-5,3,rest
1764557642.0503058,-11,-10,-4,0,-3,-8,1,1,rest
1764557642.0715895,4,2,-1,-2,-1,0,-5,1,rest
1764557642.0715895,-7,5,6,0,-1,-5,-5,-3,rest
1764557642.072602,-9,-1,-1,0,0,2,-2,4,rest
1764557642.072602,-3,1,2,1,0,-1,-2,-3,rest
1764557642.0846155,0,-5,-4,0,-2,-5,2,-3,rest
1764557642.0846155,8,1,2,-1,-2,-3,0,2,rest
1764557642.0942254,-13,-3,0,-1,-2,7,3,-4,rest
1764557642.0942254,3,1,0,2,0,-2,-1,-4,rest
1764557642.108449,-2,-3,-2,-1,-2,-2,2,4,rest
1764557642.108449,7,-3,-1,-2,-1,2,0,-14,rest
1764557642.1104531,-2,3,1,-2,0,-1,3,13,rest
1764557642.1104531,-14,1,3,0,-2,-3,-4,-5,rest
1764557642.1309588,-1,0,-5,-3,-2,-1,-6,-1,rest
1764557642.1309588,2,-10,-5,0,-2,-9,1,-2,rest
1764557642.132959,4,12,5,0,2,23,4,-2,rest
1764557642.132959,-1,-7,-6,-3,-1,-5,-2,1,rest
1764557642.145007,0,0,-4,-3,-2,-1,2,-2,rest
1764557642.145007,3,6,4,1,2,0,-7,-1,rest
1764557642.1532266,-11,-12,-2,-1,1,-5,-1,-6,rest
1764557642.1532266,-9,1,2,-1,-1,-3,-2,-3,rest
1764557642.1683993,21,3,-2,-3,-1,6,-2,-2,rest
1764557642.1683993,-5,-5,2,1,-1,-4,4,8,rest
1764557642.1704,0,2,-1,1,-2,-8,0,-13,rest
1764557642.1704,7,2,-1,3,-2,2,-2,4,rest
1764557642.1907735,-4,-6,-4,-1,-1,-5,0,4,rest
1764557642.1907735,-5,4,3,0,-1,3,-1,-4,rest
1764557642.1922617,3,-5,-6,-4,-4,-2,-5,1,rest
1764557642.1922617,0,3,1,2,4,2,8,-7,rest
1764557642.2045445,14,0,2,1,3,0,-4,-2,rest
1764557642.2045445,-1,0,4,-1,1,2,8,1,rest
1764557642.2139668,10,8,1,0,-4,-6,-9,15,rest
1764557642.2139668,7,-5,-1,-2,-2,-7,2,-6,rest
1764557642.2282276,-5,0,-2,-3,2,16,-3,-5,rest
1764557642.2282276,2,3,2,-2,-2,-4,-1,-1,rest
1764557642.230306,-4,-10,-4,-3,-1,-7,4,-6,rest
1764557642.230306,-7,2,6,0,-1,1,-3,-2,rest
1764557642.2510285,-9,-4,-3,-1,-1,-7,-1,2,rest
1764557642.2510285,8,-5,3,1,1,3,2,0,rest
1764557642.25305,25,12,0,-1,1,3,6,0,rest
1764557642.25305,12,16,-5,-3,0,-3,-1,7,rest
1764557642.2645726,-17,-6,0,1,-2,-4,2,-3,rest
1764557642.2645726,-5,-2,-5,-1,-1,4,-4,0,rest
1764557642.273111,-11,-9,0,1,0,-5,1,0,rest
1764557642.2741103,2,-4,-1,0,0,2,-1,2,rest
1764557642.2881722,6,5,2,1,0,0,-1,3,rest
1764557642.2881722,-3,2,-1,-1,1,2,0,-3,rest
1764557642.2905686,-11,-2,-2,-1,-2,-5,1,-1,rest
1764557642.2905686,13,10,10,-1,-2,3,-1,-2,rest
1764557642.3103623,-27,-20,-22,-4,-2,1,7,-4,rest
1764557642.3103623,2,0,1,1,2,0,-14,-3,rest
1764557642.3117886,-10,2,-1,0,1,-2,1,-1,rest
1764557642.3117886,-1,-4,-1,-1,-3,-3,-3,-1,rest
1764557642.3247876,5,2,7,2,0,-2,-1,3,rest
1764557642.3247876,2,1,-3,-2,-2,3,2,-2,rest
1764557642.333355,-1,-3,-4,-2,-3,0,-3,0,rest
1764557642.333355,-6,-3,1,1,0,0,0,0,rest
1764557642.3490252,5,-1,0,0,0,-1,-5,1,rest
1764557642.3490252,-6,-2,5,0,1,1,0,0,rest
1764557642.3500237,-23,3,-6,-3,-5,-10,2,-2,rest
1764557642.3500237,7,-21,-8,-1,1,8,-10,0,rest
1764557642.3783367,-2,11,-1,-4,-1,-7,1,-8,rest
1764557642.3783367,0,0,1,-1,-3,-4,1,0,rest
1764557642.3803408,-7,2,6,0,4,3,0,-3,rest
1764557642.3803408,-6,-7,-8,-2,-3,-7,0,2,rest
1764557642.3843367,0,0,3,0,-2,1,-4,-3,rest
1764557642.3843367,-1,1,-2,-2,1,6,0,-1,rest
1764557642.3938339,-11,-19,-3,-1,-4,-7,-1,-4,rest
1764557642.3938339,15,21,-6,-5,0,2,11,-1,rest
